puzzle_id,fen,rating,phase,fullmove_number,moves,rating_deviation,popularity,nb_plays,themes,piece_count,major_pieces,difficulty,phase_source,heuristic_phase
zP0Fh,2r3k1/p4p1p/6p1/4N3/8/4P3/P1p2PPP/5RK1 w - - 0 24,1571,endgame,24,f1c1 c8d8 g1f1 d8d1 f1e2 d1c1,74,92,147,endgame,15,5,medium,theme,middlegame
fHlej,3r2k1/p1q1Qp1p/1p4p1/2p5/2P5/1P3nP1/P4P1P/3RR1K1 w - - 4 24,1549,endgame,24,g1h1 c7e7 e1e7 d8d1,74,88,300,endgame,20,8,medium,theme,middlegame
5YN45,8/5p2/5kp1/3q3p/7P/Q5P1/5PK1/8 w - - 1 39,1638,endgame,39,a3f3 d5f3 g2f3 f6f5 f3e3 f5g4,74,86,214,endgame,10,4,medium,theme,endgame
1Heaa,8/3B1k2/1p2p3/p2pqppQ/4n3/4P2P/P5P1/7K b - - 3 35,1683,endgame,35,f7e7 h5e8 e7d6 e8b8 d6d7 b8e5,74,95,7919,endgame,16,6,medium,theme,middlegame
8aJSO,8/p7/1p2r1p1/1P3k2/P2pR3/1P3P2/2K5/8 w - - 0 43,1449,endgame,43,c2d3 e6e4 f3e4 f5e5,74,85,218,endgame,12,4,medium,theme,endgame
k6VuG,2r3k1/p4ppp/1p1P4/1P6/2p2B2/P2b2P1/5P1P/2R3K1 b - - 0 25,1430,endgame,25,g8f8 d6d7 c8d8 f4d6 f8g8 c1e1,74,97,528,endgame,18,6,medium,theme,middlegame
61rrj,8/4rp2/pR3k2/2pB4/2P3R1/2b4P/r7/5K2 b - - 11 40,1324,endgame,40,f6e5 g4e4 e5f5 e4e7,74,89,598,endgame,13,8,medium,theme,endgame
sPHKn,8/8/p1pK4/Pp1p4/1P1P4/4k3/8/8 w - - 0 43,1668,endgame,43,d6c6 e3d4 c6b6 d4c4 b6a6 d5d4 a6b6 d4d3 a5a6 d3d2 a6a7 d2d1q,74,95,5152,endgame,9,2,medium,theme,endgame
P1hFe,8/5r1k/p3R1p1/Pb1p4/1B1P1PK1/2P5/8/8 w - - 1 49,1308,endgame,49,b4e7 b5d7 g4g3 d7e6,74,96,6995,endgame,13,6,medium,theme,endgame
aI51z,r7/pp5k/5Q1p/4P3/2P2Pq1/1P6/P6K/5R2 w - - 3 30,1656,endgame,30,f1g1 g4h5 h2g2 a8g8 g2f2 h5h2,74,89,334,endgame,14,6,medium,theme,middlegame
Nwig4,2r5/2P1kpp1/1P6/2R4p/7P/3b2P1/7K/8 b - - 0 47,1569,endgame,47,d3e4 c5e5 e7d6 e5e4 d6c6 e4b4,74,87,701,endgame,12,5,medium,theme,endgame
VaQr1,8/3k3p/p1pp2p1/1pPP1p2/1P1K1P2/1P4P1/7P/8 b - - 0 32,1661,endgame,32,d7c7 c5d6 c7d6 d5c6 d6c6 d4e5,74,88,169,endgame,16,2,medium,theme,middlegame
OYOZV,8/pB2N1kp/6p1/1Pp1n3/8/2P3bP/r7/3R3K b - - 0 32,1595,endgame,32,g7f7 b7d5 f7e7 d5a2,74,97,758,endgame,15,8,medium,theme,middlegame
TmZug,8/3R4/p3p1pB/3kPp2/8/1P5P/1r4PK/5b2 b - - 8 47,1388,endgame,47,d5e5 h6g7 e5e4 g7b2,74,95,4912,endgame,14,6,medium,theme,endgame
QXC9Z,6k1/p1p2rp1/1p3N2/2pQ4/8/1P1P1qBb/P1P4P/4R1K1 b - - 10 36,1589,endgame,36,f3f6 e1e8 g8h7 d5h5 f6h6 h5f7,74,90,784,endgame,19,9,medium,theme,middlegame
vflme,8/p3Q1p1/1p5p/6k1/5q2/1B5P/P2r2P1/7K b - - 8 44,1619,endgame,44,g5h5 b3f7 f4f7 e7f7,74,88,214,endgame,13,6,medium,theme,endgame
5FDfh,3r1r1k/p5pp/5q2/2p1p3/2Q5/P5P1/4PP2/2RR2K1 w - - 1 26,1321,endgame,26,d1d8 f6f2 g1h1 f8d8,74,93,3987,endgame,17,8,medium,theme,middlegame
