puzzle_id,fen,rating,phase,fullmove_number,moves,rating_deviation,popularity,nb_plays,themes,piece_count,major_pieces,difficulty,phase_source,heuristic_phase
Vz9z9,8/8/2k3K1/2P5/7n/7p/4N3/8 w - - 2 57,1992,endgame,57,g6h5 h4f5 h5g5 h3h2 g5f5 h2h1q,74,82,144,endgame,6,4,hard,theme,endgame
AViOb,3Q4/kp5r/2p3p1/p1NpP3/P1nP4/6P1/1PP2qP1/1K4R1 w - - 5 31,1829,endgame,31,g1c1 f2d4 d8a5 c4a5,74,93,1427,endgame,20,8,hard,theme,middlegame
woWA3,7n/p2k4/3p4/5RN1/1P4PP/P2p4/2r5/5K2 w - - 0 42,1749,endgame,42,h4h5 c2c1 f1f2 d3d2,74,92,616,endgame,13,6,hard,theme,endgame
sqXV5,4r3/R1Pk4/7p/5pb1/3K4/P7/8/6R1 w - - 1 55,1715,endgame,55,g1g2 g5e3 d4d5 e3a7 g2g7 d7c8,74,93,1353,endgame,10,6,hard,theme,endgame
hqXPm,8/pp6/2p4p/3pPk2/3P4/7K/PP4P1/8 w - - 1 40,1772,endgame,40,h3g3 c6c5 e5e6 f5e6,74,85,337,endgame,12,2,hard,theme,endgame
TIz9H,r4rk1/4qp2/p7/5pPp/8/1pP2Q2/1P4P1/2K3RR w - - 0 28,1859,endgame,28,f3h5 e7e3 c1b1 e3e4 b1a1 e4a4,74,92,521,endgame,17,8,hard,theme,middlegame
Jso59,1r4k1/2Q2pp1/2p5/p2p4/P5Pp/4qP1K/2P2R1P/1r3R2 w - - 10 34,1701,endgame,34,c7c6 b1f1 f2f1 e3e2 f1a1 e2f3,74,93,991,endgame,19,8,hard,theme,middlegame
eN3sI,4r2k/1pQ2Rp1/p7/7p/8/P6P/1qP3P1/7K w - - 0 30,1824,endgame,30,c7b7 e8e1 h1h2 b2e5 g2g3 e1e2,74,96,3046,endgame,14,6,hard,theme,middlegame
JNLfz,2r3k1/2q3pp/p3b3/5p2/2p2P2/P1Q1PBKP/3R2P1/8 b - - 0 33,2079,endgame,33,c8d8 c3e5 d8d2 e5c7,74,93,1877,endgame,18,8,hard,theme,middlegame
hRPO1,4r1k1/pp3p2/2p2n2/6p1/6P1/1P2NK2/P1Pr4/4RR2 b - - 0 29,1861,endgame,29,f6d5 e3d5 e8e1 d5f6 g8g7 f6h5 g7g6 f1e1,74,89,159,endgame,17,8,hard,theme,middlegame
9x3p7,4r1k1/pp6/4pQpp/2p4q/4P3/2P2NP1/Pr5P/3R2K1 b - - 3 29,2318,endgame,29,b2h2 d1d7 h2h1 g1f2 h5f3 f6f3 e8f8 d7d8 f8d8 f3h1,74,85,102,endgame,19,8,hard,theme,middlegame
52PlX,8/k7/1p1RP3/p2Pp3/P7/5P2/4K2p/7r b - - 0 43,1867,endgame,43,h1a1 d6d7 a7a6 d7h7 h2h1q h7h1,74,94,3548,endgame,12,4,hard,theme,endgame
cIHaZ,6k1/p1q2ppp/1rP1p3/8/2p5/5BPP/P1Q2P2/6K1 b - - 0 30,1920,endgame,30,b6c6 c2a4 c4c3 f3c6,74,89,128,endgame,17,6,hard,theme,middlegame
ei3rf,6k1/5pp1/4q1n1/3pP2R/1P1Q4/2P4P/4r1PK/2B5 w - - 1 27,1860,endgame,27,c1f4 e2e4 d4a7 e4f4,74,86,111,endgame,16,8,hard,theme,middlegame
qzkNt,8/8/p3k1p1/PP3pP1/4p3/2PpK3/8/8 b - - 0 43,1725,endgame,43,a6b5 a5a6 f5f4 e3d2 e4e3 d2d3,74,93,1320,endgame,11,2,hard,theme,endgame
6Rw9Y,4k3/pp6/2p3p1/3p2p1/3P1PP1/P1P3K1/1P6/8 b - - 0 30,1776,endgame,30,g5f4 g3f4 e8f7 f4e5,74,86,421,endgame,14,2,hard,theme,middlegame
UrKL3,8/3Q1p1k/6pp/4P3/8/2p3PP/1q3PK1/8 b - - 1 36,1918,endgame,36,h7g7 e5e6 c3c2 d7f7 g7h8 e6e7 b2b7 g2h2 b7e7 f7e7,74,93,458,endgame,12,4,hard,theme,middlegame
ZPUwn,8/8/4pp2/6k1/3P2P1/5KP1/8/8 w - - 1 57,2225,endgame,57,f3e4 g5g4 d4d5 f6f5 e4e3 e6d5,74,94,2243,endgame,7,2,hard,theme,endgame
KEI8I,2r5/Q2Rpk1p/4qpp1/8/P6P/6P1/5PK1/8 w - - 1 38,1918,endgame,38,a4a5 e6e4 g2h2 c8c1 d7e7 e4e7,74,89,299,endgame,14,6,hard,theme,middlegame
d4gaq,5rk1/5p2/4pqp1/Q2p4/P7/8/1PP2P2/1K5R b - - 0 36,1736,endgame,36,f6f2 a5c3 d5d4 c3h3 g8g7 h3h6 g7f6 h6f8,74,95,4028,endgame,14,6,hard,theme,middlegame
TTDni,8/pp4kp/6p1/3P1pQ1/3p4/3P1P1P/Pq2r1P1/5RK1 b - - 3 26,2062,endgame,26,b2d2 g5d2 e2d2 d5d6 g7f6 f1e1 d2d1 e1d1,74,87,162,endgame,18,6,hard,theme,middlegame
AwQnT,8/8/pp2k1p1/5p1p/PP1K1P1P/6P1/8/8 w - - 4 44,1721,endgame,44,a4a5 b6a5 b4a5 e6d6 d4c4 d6c6,74,88,170,endgame,12,2,hard,theme,endgame
